Exit Trade Id,Column,Size,Entry Timestamp,Avg Entry Price,Entry Fees,Exit Timestamp,Avg Exit Price,Exit Fees,PnL,Return,Direction,Status,Position Id
38,0,444.1669923504173,2025-06-27 17:45:00+00:00,2.1632162999999998,0.5764975666646387,2025-06-27 22:30:00+00:00,2.2117788000000003,0.589439482404249,20.403922516948498,0.021235741862707193,Long,Closed,38
39,0,453.51473922902494,2025-06-27 23:15:00+00:00,2.2052205000000002,0.60006,2025-06-28 00:00:00+00:00,2.209779,0.6013004081632654,0.8659865306122068,0.0008658999406181448,Long,Closed,39
40,0,453.51473922902494,2025-06-28 01:15:00+00:00,2.2052205000000002,0.60006,2025-06-28 02:00:00+00:00,2.2007799,0.5988516734693877,-3.2127892244899154,-0.0032124679776921457,Long,Closed,40
41,0,454.5454545454545,2025-06-28 02:45:00+00:00,2.2002200000000003,0.6000599999999999,2025-06-28 03:15:00+00:00,2.1977802,0.5993945999999999,-2.308454600000151,-0.0023082237776223887,Long,Closed,41
42,0,457.2473708276178,2025-06-28 04:45:00+00:00,2.1872187,0.6000599999999999,2025-06-28 07:00:00+00:00,2.1917808,0.6013116049382716,0.8846366255144906,0.0008845481706974209,Long,Closed,42
43,0,455.99635202918375,2025-06-28 07:30:00+00:00,2.1932193,0.6000599999999999,2025-06-28 11:45:00+00:00,2.2047795,0.6032228454172366,4.06812618331058,0.004067719411369444,Long,Closed,43
44,0,453.92646391284615,2025-06-28 12:00:00+00:00,2.2032203,0.6000599999999999,2025-06-28 12:15:00+00:00,2.2017798,0.5996676713572402,-1.8536087426236092,-0.001853423400283581,Long,Closed,44
45,0,453.92646391284615,2025-06-28 12:30:00+00:00,2.2032203,0.6000599999999999,2025-06-28 16:00:00+00:00,2.2517747999999997,0.6132841034952337,20.82682838856094,0.020824745913969545,Long,Closed,45
46,0,341.40284413201766,2025-06-28 16:30:00+00:00,2.2392239,0.4586864448650332,2025-06-28 22:00:00+00:00,2.2747725,0.46596828075198005,11.21173841929448,0.014665885872332888,Long,Closed,46
47,0,441.306266548985,2025-06-29 00:30:00+00:00,2.2662266,0.6000599999999999,2025-06-29 00:45:00+00:00,2.2707729,0.6012637864077669,0.8049868932038348,0.0008049064025635785,Long,Closed,47
48,0,441.8912947414936,2025-06-29 01:00:00+00:00,2.2632263,0.6000599999999999,2025-06-29 02:45:00+00:00,2.2637736,0.6002051082633671,-0.9584180026513573,-0.0009583221704343139,Long,Closed,48
49,0,441.1116012351125,2025-06-29 03:00:00+00:00,2.2672266999999997,0.6000599999999999,2025-06-29 03:15:00+00:00,2.2687731,0.60046928098809,-0.5183943008379089,-0.0005183424665912499,Long,Closed,49
50,0,352.2680153523501,2025-06-29 03:45:00+00:00,2.2622262,0.47814596025125317,2025-06-29 04:15:00+00:00,2.2647735,0.4786843596405574,-0.0594980043847958,-7.466088934876432e-05,Long,Closed,50
51,0,442.282176028306,2025-06-29 05:30:00+00:00,2.2612261,0.6000599999999999,2025-06-29 05:45:00+00:00,2.2657734,0.601266713843432,0.8098630252100885,0.000809782047005388,Long,Closed,51
52,0,355.52625127457435,2025-06-29 06:00:00+00:00,2.2612261,0.4823551431703354,2025-06-29 09:45:00+00:00,2.2747725,0.485244803656495,3.8485008634391633,0.004787137756812678,Long,Closed,52
53,0,441.8912947414936,2025-06-29 13:45:00+00:00,2.2632263,0.6000599999999999,2025-06-29 14:00:00+00:00,2.2707729,0.6020608661069375,2.1326559787891175,0.0021324427345156658,Long,Closed,53
54,0,443.2624113475178,2025-06-29 14:30:00+00:00,2.2562255999999996,0.6000599999999999,2025-06-29 15:30:00+00:00,2.2567743,0.6002059308510639,-0.9570478457445725,-0.0009569521505295195,Long,Closed,54
55,0,412.2680492120621,2025-06-29 15:45:00+00:00,2.2562255999999996,0.5581018360165885,2025-06-29 16:00:00+00:00,2.2637736,0.5599689155578601,1.9937284838782872,0.0021434028937532762,Long,Closed,55
56,0,441.696113074205,2025-06-29 16:15:00+00:00,2.2642263999999996,0.6000599999999999,2025-06-29 22:30:00+00:00,2.3987601,0.6357138074204948,58.18723856007093,0.05818142041802913,Long,Closed,56
57,0,235.0117785170538,2025-06-30 01:00:00+00:00,2.3562355999999998,0.33224587137671835,2025-06-30 01:30:00+00:00,2.3577642,0.3324614147795031,-0.305468281514954,-0.0005516425776775372,Long,Closed,57
58,0,427.71599657827204,2025-06-30 03:45:00+00:00,2.3382338000000003,0.60006,2025-06-30 04:15:00+00:00,2.3337666,0.5989135842600514,-3.109666484174517,-0.0031093555486196548,Long,Closed,58
59,0,244.15948263611958,2025-06-30 04:30:00+00:00,2.3262326,0.34078304886436517,2025-06-30 07:15:00+00:00,2.329767,0.3413008232296226,0.18087340333505159,0.00031845493008727827,Long,Closed,59
60,0,428.2655246252677,2025-06-30 07:45:00+00:00,2.3352334999999997,0.6000599999999999,2025-06-30 08:00:00+00:00,2.3267673,0.5978845310492505,-4.823726115631478,-0.004823243791252353,Long,Closed,60
61,0,430.1075268817204,2025-06-30 08:15:00+00:00,2.3252325000000003,0.6000599999999999,2025-06-30 12:00:00+00:00,2.3247675,0.5999399999999999,-1.4000000000000452,-0.0013998600139986453,Long,Closed,61
62,0,435.5400696864112,2025-06-30 12:45:00+00:00,2.2962295999999998,0.6000599999999999,2025-06-30 13:15:00+00:00,2.2997699999999996,0.6009851916376305,0.34094087108005267,0.00034090678040201247,Long,Closed,62
63,0,296.9686418068375,2025-06-30 13:30:00+00:00,2.2922292,0.4084321153403842,2025-06-30 15:15:00+00:00,2.3037696,0.4104883974887288,2.608216401078476,0.0038315543314777897,Long,Closed,63
64,0,358.0722768390698,2025-06-30 15:30:00+00:00,2.2932293,0.4926851020590397,2025-06-30 16:00:00+00:00,2.2997699999999996,0.4940903280637124,1.3552679109983459,0.0016504674957708875,Long,Closed,64
65,0,437.636761487965,2025-06-30 16:15:00+00:00,2.2852285,0.6000599999999999,2025-06-30 21:30:00+00:00,2.3177682,0.608604341356674,13.03190458643325,0.01303060152628062,Long,Closed,65
66,0,432.9004329004329,2025-06-30 21:45:00+00:00,2.310231,0.6000599999999999,2025-06-30 22:30:00+00:00,2.3087691,0.5996802857142857,-1.8325974285714053,-0.00183241418715269,Long,Closed,66
67,0,433.4633723450369,2025-06-30 23:15:00+00:00,2.3072307,0.6000599999999999,2025-06-30 23:30:00+00:00,2.3087691,0.6004601040312094,-0.5336800520155228,-0.0005336266893465881,Long,Closed,67
68,0,434.4048653344917,2025-06-30 23:45:00+00:00,2.3022302,0.6000599999999999,2025-07-01 00:45:00+00:00,2.3037696,0.6004612337098174,-0.531798384013935,-0.0005317452094929857,Long,Closed,68
69,0,433.4633723450369,2025-07-01 01:30:00+00:00,2.3072307,0.6000599999999999,2025-07-01 01:45:00+00:00,2.3037696,0.5991598439531859,-2.699479921976602,-0.002699210000976504,Long,Closed,69
70,0,434.59365493263795,2025-07-01 02:00:00+00:00,2.3012301,0.6000599999999999,2025-07-01 02:15:00+00:00,2.3127687000000003,0.6030687614080834,3.8114735853976756,0.0038110924761500607,Long,Closed,70
71,0,434.0277777777778,2025-07-01 02:30:00+00:00,2.3042304,0.6000599999999999,2025-07-01 02:45:00+00:00,2.2947705,0.5975964843749999,-5.303515859375023,-0.00530298556081894,Long,Closed,71
72,0,435.9197907585004,2025-07-01 03:00:00+00:00,2.2942294,0.6000599999999999,2025-07-01 03:15:00+00:00,2.2967703000000004,0.600724577157803,-0.09315598081931675,-9.314666615270149e-05,Long,Closed,72
73,0,437.0629370629371,2025-07-01 03:30:00+00:00,2.2882287999999997,0.6000599999999999,2025-07-01 04:30:00+00:00,2.2697730000000003,0.5952201923076924,-9.261626346153562,-0.00926070027612595,Long,Closed,73
74,0,442.47787610619474,2025-07-01 05:00:00+00:00,2.260226,0.6000599999999999,2025-07-01 07:30:00+00:00,2.2637736,0.6010018407079646,0.3686726725664331,0.00036863580898553456,Long,Closed,74
75,0,439.0586185511324,2025-07-01 08:00:00+00:00,2.2542254,0.5938422540161242,2025-07-01 09:45:00+00:00,2.2587741,0.5950405415790464,0.8082631426084596,0.000816644289430957,Long,Closed,75
76,0,442.8697962798937,2025-07-01 10:00:00+00:00,2.2582258,0.6000599999999999,2025-07-01 10:15:00+00:00,2.2527747000000002,0.5986115234720992,-3.6127990699732626,-0.0036124378261906437,Long,Closed,76
77,0,444.0497335701599,2025-07-01 10:30:00+00:00,2.2522252,0.6000599999999999,2025-07-01 11:30:00+00:00,2.2347764999999997,0.5954111456483125,-8.943561731794048,-0.008942667465047544,Long,Closed,77
78,0,449.23629829290206,2025-07-01 12:30:00+00:00,2.2262226,0.6000599999999999,2025-07-01 14:45:00+00:00,2.249775,0.6064083557951482,9.37412463611867,0.009373187317386933,Long,Closed,78
79,0,445.8314757021846,2025-07-01 15:15:00+00:00,2.2432243,0.60006,2025-07-01 16:30:00+00:00,2.2407759,0.5994050557289344,-2.2910388408382243,-0.002290809759862238,Long,Closed,79
80,0,446.6279589102278,2025-07-01 16:45:00+00:00,2.2392239,0.6000599999999999,2025-07-01 17:00:00+00:00,2.2327767,0.5983323001339884,-4.07789207681985,-0.004077484328387012,Long,Closed,80
81,0,447.02726866338844,2025-07-01 17:30:00+00:00,2.2372237,0.6000599999999999,2025-07-01 20:30:00+00:00,2.2127787000000003,0.593503451050514,-12.121145033526878,-0.012119933040222856,Long,Closed,81
82,0,452.4886877828054,2025-07-01 20:45:00+00:00,2.2102209999999998,0.6000599999999999,2025-07-01 21:00:00+00:00,2.19978,0.5972253393665158,-5.921719728506645,-0.00592112761574507,Long,Closed,82
83,0,423.2344030025354,2025-07-01 22:00:00+00:00,2.1992198999999997,0.5584713128686772,2025-07-01 23:45:00+00:00,2.2017798,0.5591213755176251,-0.03415494013989173,-3.6694747987447464e-05,Long,Closed,83
84,0,380.43938727058725,2025-07-02 00:15:00+00:00,2.2052205000000002,0.5033716414899229,2025-07-02 07:30:00+00:00,2.2447755000000003,0.5124006094680157,14.032507712530148,0.016726219622935672,Long,Closed,84
85,0,408.34616046343973,2025-07-02 07:45:00+00:00,2.2422242,0.5493621857809246,2025-07-02 08:45:00+00:00,2.2467753,0.5504772403074557,0.7585847847967383,0.0008285078271833377,Long,Closed,85
86,0,445.8314757021846,2025-07-02 09:15:00+00:00,2.2432243,0.60006,2025-07-02 10:45:00+00:00,2.2437756,0.6002074721355328,-0.9544805795808993,-0.0009543851410667924,Long,Closed,86
87,0,443.85264092321347,2025-07-02 11:00:00+00:00,2.2532253,0.6000599999999999,2025-07-02 16:30:00+00:00,2.39976,0.6390838881491344,63.8006696937418,0.06379429026471534,Long,Closed,87
88,0,417.01417848206836,2025-07-02 17:30:00+00:00,2.3982398000000003,0.6000599999999999,2025-07-02 20:45:00+00:00,2.419758,0.6054440366972476,7.767890458715416,0.007767113747340682,Long,Closed,88
89,0,256.5220655011683,2025-07-02 21:15:00+00:00,2.4052404999999997,0.3701983566522376,2025-07-02 21:30:00+00:00,2.4077592,0.37058601792806434,-0.09468224820244714,-0.00015345651297646003,Long,Closed,89
90,0,416.6666666666667,2025-07-02 22:30:00+00:00,2.4002399999999997,0.6000599999999999,2025-07-02 22:45:00+00:00,2.3977602,0.59944005,-2.232750049999839,-0.0022325267973201074,Long,Closed,90
91,0,417.8854993731718,2025-07-02 23:00:00+00:00,2.3932393,0.6000599999999999,2025-07-03 09:30:00+00:00,2.4377562000000004,0.6112217801922274,17.391685206853534,0.01738994621223231,Long,Closed,91
92,0,411.69205434335123,2025-07-03 09:45:00+00:00,2.4292428999999998,0.6000599999999999,2025-07-03 20:30:00+00:00,2.3977602,0.5922832935364348,-14.153520732811709,-0.014152105522259482,Long,Closed,92
93,0,409.791931469353,2025-07-03 20:45:00+00:00,2.3972396999999996,0.5894216921148073,2025-07-03 21:00:00+00:00,2.39976,0.5900413712777367,-0.14666445851017085,-0.00014929663479192442,Long,Closed,93
94,0,416.3197335553705,2025-07-03 21:15:00+00:00,2.4022402,0.6000599999999999,2025-07-03 22:15:00+00:00,2.3987601,0.5991906994171523,-2.648085004163167,-0.002647820222140953,Long,Closed,94
95,0,416.3197335553705,2025-07-03 22:45:00+00:00,2.4022402,0.6000599999999999,2025-07-04 00:45:00+00:00,2.3967603,0.5986911656952538,-3.4801416736053996,-0.003479793694235976,Long,Closed,95
96,0,417.3622704507513,2025-07-04 01:30:00+00:00,2.3962396,0.6000599999999999,2025-07-04 03:00:00+00:00,2.3817618,0.5964345075125208,-7.238981986644385,-0.007238258160828302,Long,Closed,96
97,0,419.287211740042,2025-07-04 03:15:00+00:00,2.3852385,0.6000599999999999,2025-07-04 06:15:00+00:00,2.3457654,0.5901296603773585,-17.740755698113205,-0.01773898179993321,Long,Closed,97
98,0,426.075841499787,2025-07-04 06:30:00+00:00,2.3472347,0.6000599999999999,2025-07-04 09:00:00+00:00,2.3267673,0.5948276011930124,-9.915552279505699,-0.009914560823423357,Long,Closed,98
99,0,429.3688278231,2025-07-04 09:15:00+00:00,2.3292329,0.6000599999999999,2025-07-04 10:00:00+00:00,2.3167683,0.5968488535852297,-6.548819544869049,-0.00654816472839621,Long,Closed,99
100,0,431.77892918825563,2025-07-04 10:15:00+00:00,2.3162315999999996,0.6000599999999999,2025-07-04 13:00:00+00:00,2.3057694,0.5973495854922279,-5.714767098445481,-0.005714195678877594,Long,Closed,100
101,0,436.109899694723,2025-07-04 14:00:00+00:00,2.2932293,0.6000599999999999,2025-07-04 15:30:00+00:00,2.2647735,0.5926140863497601,-13.602530170082835,-0.013601170053077528,Long,Closed,101
102,0,425.27826937243134,2025-07-04 15:45:00+00:00,2.2622262,0.5772453859589831,2025-07-04 22:15:00+00:00,2.2607739000000002,0.5768748069806173,-1.7717518235491945,-0.0018415930555485689,Long,Closed,102
103,0,440.33465433729634,2025-07-04 22:45:00+00:00,2.2712271,0.6000599999999999,2025-07-05 00:30:00+00:00,2.2707729,0.5999399999999999,-1.4000000000000452,-0.0013998600139986453,Long,Closed,103
104,0,442.8697962798937,2025-07-05 01:00:00+00:00,2.2582258,0.6000599999999999,2025-07-05 06:45:00+00:00,2.2777722000000002,0.6052539061116031,7.451196279893846,0.00745045123477037,Long,Closed,104
105,0,439.94720633523974,2025-07-05 07:15:00+00:00,2.2732273000000003,0.6000599999999999,2025-07-05 07:30:00+00:00,2.2657734,0.5980924065112185,-4.47747488781352,-0.004477027185095011,Long,Closed,105
106,0,441.5011037527594,2025-07-05 07:45:00+00:00,2.2652265000000003,0.60006,2025-07-05 08:00:00+00:00,2.2667733,0.6004697483443708,-0.5176158410597562,-0.0005175640846512911,Long,Closed,106
107,0,443.45898004434594,2025-07-05 08:30:00+00:00,2.2552255,0.6000599999999999,2025-07-05 11:30:00+00:00,2.2657734,0.6028665365853658,3.474634439024456,0.0034742870103234235,Long,Closed,107
108,0,442.67374944665784,2025-07-05 11:45:00+00:00,2.2592258999999997,0.6000599999999999,2025-07-05 12:45:00+00:00,2.249775,0.5975498007968127,-5.381275139442068,-0.005380737065735495,Long,Closed,108
109,0,444.8398576512455,2025-07-05 13:00:00+00:00,2.2482248,0.6000599999999999,2025-07-05 14:45:00+00:00,2.2477752000000004,0.59994,-1.399999999999818,-0.0013998600139984183,Long,Closed,109
110,0,445.8314757021846,2025-07-05 15:15:00+00:00,2.2432243,0.60006,2025-07-05 15:30:00+00:00,2.2417758,0.5996725278644672,-1.8455194204190781,-0.001845334886930385,Long,Closed,110
111,0,446.4285714285714,2025-07-05 15:45:00+00:00,2.240224,0.6000599999999999,2025-07-05 17:00:00+00:00,2.2367763000000003,0.5991365089285714,-2.7383482946426967,-0.0027380744871939775,Long,Closed,111
112,0,447.02726866338844,2025-07-05 17:45:00+00:00,2.2372237,0.6000599999999999,2025-07-05 22:15:00+00:00,2.2517747999999997,0.6039628430934285,5.300715645954353,0.005300185627391615,Long,Closed,112
113,0,435.4290534219034,2025-07-06 00:00:00+00:00,2.2482248,0.5873654379261888,2025-07-06 01:30:00+00:00,2.2527747000000002,0.5885541331162875,0.8052390791219125,0.0008225602261838594,Long,Closed,113
114,0,444.44444444444446,2025-07-06 02:15:00+00:00,2.250225,0.6000599999999999,2025-07-06 02:30:00+00:00,2.2477752000000004,0.5994067200000001,-2.288266719999765,-0.002288037916208144,Long,Closed,114
115,0,445.632798573975,2025-07-06 03:15:00+00:00,2.2442244000000002,0.6000599999999999,2025-07-06 03:30:00+00:00,2.2377762,0.598335882352941,-4.0719252941177615,-0.0040715181423035315,Long,Closed,115
116,0,446.4285714285714,2025-07-06 03:45:00+00:00,2.240224,0.6000599999999999,2025-07-06 04:00:00+00:00,2.2447755000000003,0.6012791517857142,0.8305804910715325,0.0008304974413273999,Long,Closed,116
117,0,447.2271914132379,2025-07-06 04:30:00+00:00,2.2362236,0.6000599999999999,2025-07-06 07:00:00+00:00,2.2467753,0.602891404293381,3.5160557513415456,0.003515704180923453,Long,Closed,117
118,0,386.4607079582298,2025-07-06 07:15:00+00:00,2.2462246,0.5208465294895149,2025-07-06 09:00:00+00:00,2.249775,0.5216697835480358,0.32957378449730057,0.00037965938045548804,Long,Closed,118
119,0,443.85264092321347,2025-07-06 09:30:00+00:00,2.2532253,0.6000599999999999,2025-07-06 13:30:00+00:00,2.2917707999999997,0.6103251131824232,15.898136857523202,0.015896547202802924,Long,Closed,119
120,0,401.7835659943136,2025-07-06 13:45:00+00:00,2.2922292,0.5525880132313756,2025-07-06 16:15:00+00:00,2.2987701,0.5541648289074629,1.5212732846733492,0.0016517983541959743,Long,Closed,120
121,0,435.35045711797994,2025-07-06 16:45:00+00:00,2.2972297,0.6000599999999999,2025-07-06 17:00:00+00:00,2.2917707999999997,0.598634079233783,-3.575228689595215,-0.0035748712024749676,Long,Closed,121
122,0,436.30017452006985,2025-07-06 17:15:00+00:00,2.2922292,0.6000599999999999,2025-07-06 17:45:00+00:00,2.289771,0.5994164921465969,-2.271989581151753,-0.0022717624049112617,Long,Closed,122
123,0,438.98156277436345,2025-07-06 18:15:00+00:00,2.2782278,0.6000599999999999,2025-07-06 21:30:00+00:00,2.319768,0.6110012291483756,17.024320684811226,0.01702261842296893,Long,Closed,123
124,0,432.52595155709344,2025-07-06 22:30:00+00:00,2.3122312,0.6000599999999999,2025-07-07 08:15:00+00:00,2.3017698,0.5973451038062284,-5.7222320934254425,-0.0057216599274327,Long,Closed,124
125,0,435.16100957354223,2025-07-07 09:00:00+00:00,2.2982298,0.60006,2025-07-07 13:00:00+00:00,2.2777722000000002,0.5947185900783291,-10.097128459529984,-0.010096118847645217,Long,Closed,125
126,0,439.3673110720563,2025-07-07 14:00:00+00:00,2.2762276,0.6000599999999999,2025-07-07 14:15:00+00:00,2.2737726,0.5994128119507909,-2.278119560632554,-0.0022778917714554084,Long,Closed,126
127,0,441.306266548985,2025-07-07 14:30:00+00:00,2.2662266,0.6000599999999999,2025-07-08 00:15:00+00:00,2.2817718,0.6041761165048543,5.655958058252485,0.005655392519000585,Long,Closed,127
128,0,442.8697962798937,2025-07-08 01:15:00+00:00,2.2582258,0.6000599999999999,2025-07-08 01:45:00+00:00,2.2527747000000002,0.5986115234720992,-3.6127990699732626,-0.0036124378261906437,Long,Closed,128
129,0,405.48331647691873,2025-07-08 02:00:00+00:00,2.2482248,0.5469705888537943,2025-07-08 02:15:00+00:00,2.2577742,0.5492938622832132,2.775857931227743,0.003044980466366244,Long,Closed,129
130,0,443.85264092321347,2025-07-08 02:30:00+00:00,2.2532253,0.6000599999999999,2025-07-08 02:45:00+00:00,2.2527747000000002,0.59994,-1.399999999999818,-0.0013998600139984183,Long,Closed,130
131,0,443.85264092321347,2025-07-08 03:00:00+00:00,2.2532253,0.6000599999999999,2025-07-08 05:45:00+00:00,2.2537746,0.6002062849533953,-0.9564580292942627,-0.0009563623930549573,Long,Closed,131
